"School Year","Division Number","Division Name","School Number","School Name","Subject","Test Source","Pass Rate"
"2018-2019","144","Manassas Park City","30","Manassas Park High","Mathematics","SOL","81.67"
"2018-2019","144","Manassas Park City","31","Manassas Park Middle","Mathematics","SOL","83.23"
"2018-2019","116","Martinsville City","222","Albert Harris Elementary","Mathematics","SOL","73.08"
"2018-2019","116","Martinsville City","110","Martinsville High","Mathematics","SOL","84.82"
"2018-2019","116","Martinsville City","10","Martinsville Middle","Mathematics","SOL","78.72"
"2018-2019","116","Martinsville City","223","Patrick Henry Elementary","Mathematics","SOL","81.59"
"2018-2019","57","Mathews County","291","Lee-Jackson Elementary","Mathematics","SOL","82.35"
"2018-2019","57","Mathews County","190","Mathews High","Mathematics","SOL","78.03"
"2018-2019","57","Mathews County","100","Thomas Hunter Middle","Mathematics","SOL","67.81"
"2018-2019","58","Mecklenburg County","980","Bluestone  High","Mathematics","SOL","73.22"
"2018-2019","58","Mecklenburg County","960","Bluestone Middle","Mathematics","SOL","86.03"
"2018-2019","58","Mecklenburg County","910","Chase City Elementary","Mathematics","SOL","84.32"
"2018-2019","58","Mecklenburg County","1000","Clarksville Elementary","Mathematics","SOL","91.90"
"2018-2019","58","Mecklenburg County","1020","LaCrosse Elementary","Mathematics","SOL","85.96"
"2018-2019","58","Mecklenburg County","990","Park View High","Mathematics","SOL","82.41"
"2018-2019","58","Mecklenburg County","950","Park View Middle","Mathematics","SOL","85.96"
"2018-2019","58","Mecklenburg County","190","South Hill Elementary","Mathematics","SOL","93.11"
"2018-2019","59","Middlesex County","291","Middlesex Elementary","Mathematics","SOL","77.25"
"2018-2019","59","Middlesex County","90","Middlesex High","Mathematics","SOL","87.36"
"2018-2019","59","Middlesex County","140","St. Clare Walker Middle","Mathematics","SOL","80.68"
"2018-2019","60","Montgomery County","902","Auburn Elementary","Mathematics","SOL","82.85"
"2018-2019","60","Montgomery County","650","Auburn High","Mathematics","SOL","93.83"
"2018-2019","60","Montgomery County","903","Auburn Middle","Mathematics","SOL","84.64"
"2018-2019","60","Montgomery County","700","Belview Elementary","Mathematics","SOL","76.79"
"2018-2019","60","Montgomery County","760","Blacksburg High","Mathematics","SOL","91.31"
"2018-2019","60","Montgomery County","710","Blacksburg Middle","Mathematics","SOL","88.97"
"2018-2019","60","Montgomery County","740","Christiansburg Elementary","Mathematics","SOL","88.81"
"2018-2019","60","Montgomery County","770","Christiansburg High","Mathematics","SOL","92.44"
"2018-2019","60","Montgomery County","671","Christiansburg Middle","Mathematics","SOL","81.85"
"2018-2019","60","Montgomery County","30","Eastern Montgomery Elementary","Mathematics","SOL","80.68"
"2018-2019","60","Montgomery County","904","Eastern Montgomery High","Mathematics","SOL","86.27"
"2018-2019","60","Montgomery County","600","Falling Branch Elementary","Mathematics","SOL","84.91"
"2018-2019","60","Montgomery County","750","Gilbert Linkous Elementary","Mathematics","SOL","86.81"
"2018-2019","60","Montgomery County","10","Harding Avenue Elementary","Mathematics","SOL","90.12"
"2018-2019","60","Montgomery County","901","Kipps Elementary","Mathematics","SOL","88.89"
"2018-2019","60","Montgomery County","730","Margaret Beeks Elementary","Mathematics","SOL","82.13"
"2018-2019","60","Montgomery County","210","Prices Fork Elementary","Mathematics","SOL","80.79"
"2018-2019","60","Montgomery County","290","Shawsville Middle","Mathematics","SOL","71.04"
"2018-2019","62","Nelson County","710","Nelson County High","Mathematics","SOL","85.44"
"2018-2019","62","Nelson County","730","Nelson Middle","Mathematics","SOL","87.15"
"2018-2019","62","Nelson County","10","Rockfish River Elementary","Mathematics","SOL","91.08"
"2018-2019","62","Nelson County","20","Tye River Elementary","Mathematics","SOL","85.15"
"2018-2019","63","New Kent County","180","George W. Watkins Elementary","Mathematics","SOL","89.43"
"2018-2019","63","New Kent County","10","New Kent Elementary","Mathematics","SOL","88.37"
"2018-2019","63","New Kent County","20","New Kent High","Mathematics","SOL","90.21"
"2018-2019","63","New Kent County","100","New Kent Middle","Mathematics","SOL","83.01"
"2018-2019","117","Newport News City","1404","Achievable Dream Academy","Mathematics","SOL","82.12"
"2018-2019","117","Newport News City","1405","Achievable Dream Middle/High","Mathematics","SOL","85.49"
"2018-2019","117","Newport News City","1250","B.C. Charles Elementary","Mathematics","SOL","68.36"
"2018-2019","117","Newport News City","110","B.T. Washington Middle","Mathematics","SOL","87.84"
"2018-2019","117","Newport News City","1170","Carver Elementary","Mathematics","SOL","60.60"
"2018-2019","117","Newport News City","1393","Crittenden Middle","Mathematics","SOL","60.89"
"2018-2019","117","Newport News City","50","David A. Dutrow Elementary","Mathematics","SOL","77.99"
"2018-2019","117","Newport News City","1398","Deer Park Elementary","Mathematics","SOL","96.35"
"2018-2019","117","Newport News City","280","Denbigh High","Mathematics","SOL","74.05"
"2018-2019","117","Newport News City","130","Discovery STEM Academy","Mathematics","SOL","64.34"
"2018-2019","117","Newport News City","1260","Ethel M. Gildersleeve Middle","Mathematics","SOL","74.34"
"2018-2019","117","Newport News City","1407","General Stanford Elementary","Mathematics","SOL","91.54"
"2018-2019","117","Newport News City","70","George J. McIntosh Elementary","Mathematics","SOL","43.55"
"2018-2019","117","Newport News City","1395","Heritage High","Mathematics","SOL","78.65"
"2018-2019","117","Newport News City","1210","Hidenwood Elementary","Mathematics","SOL","50.86"
"2018-2019","117","Newport News City","1080","Hilton Elementary","Mathematics","SOL","87.74"
"2018-2019","117","Newport News City","1270","Homer L. Hines Middle","Mathematics","SOL","56.43"
"2018-2019","117","Newport News City","1240","Horace H. Epes Elementary","Mathematics","SOL","42.86"
"2018-2019","117","Newport News City","91","Huntington Middle","Mathematics","SOL","62.40"
"2018-2019","117","Newport News City","20","J.M. Dozier Middle","Mathematics","SOL","74.96"
"2018-2019","117","Newport News City","300","Joseph H. Saunders Elementary","Mathematics","SOL","56.40"
"2018-2019","117","Newport News City","1290","Kiln Creek Elementary","Mathematics","SOL","77.92"
"2018-2019","117","Newport News City","200","L.F. Palmer Elementary","Mathematics","SOL","77.42"
"2018-2019","117","Newport News City","1180","Lee Hall Elementary","Mathematics","SOL","72.96"
"2018-2019","117","Newport News City","1400","Mary Passage Middle","Mathematics","SOL","66.16"
"2018-2019","117","Newport News City","1220","Menchville High","Mathematics","SOL","79.54"
"2018-2019","117","Newport News City","1120","Newsome Park Elementary","Mathematics","SOL","50.42"
"2018-2019","117","Newport News City","150","Oliver C. Greenwood Elementary","Mathematics","SOL","62.90"
"2018-2019","117","Newport News City","310","R.O. Nelson Elementary","Mathematics","SOL","85.30"
"2018-2019","117","Newport News City","270","Richard T. Yates Elementary","Mathematics","SOL","74.74"
"2018-2019","117","Newport News City","1230","Richneck Elementary","Mathematics","SOL","76.38"
"2018-2019","117","Newport News City","1150","Riverside Elementary","Mathematics","SOL","66.33"
"2018-2019","117","Newport News City","250","Sedgefield Elementary","Mathematics","SOL","52.49"
"2018-2019","117","Newport News City","290","T. Ryland Sanford Elementary","Mathematics","SOL","71.32"
"2018-2019","117","Newport News City","1070","Warwick High","Mathematics","SOL","71.07"
"2018-2019","117","Newport News City","320","Willis A. Jenkins Elementary","Mathematics","SOL","72.14"
"2018-2019","117","Newport News City","1396","Woodside High","Mathematics","SOL","85.87"
"2018-2019","118","Norfolk City","185","Academy for Discovery at Lakewood","Mathematics","SOL","84.42"
"2018-2019","118","Norfolk City","760","Azalea Gardens Middle","Mathematics","SOL","65.30"
"2018-2019","118","Norfolk City","250","Bay View Elementary","Mathematics","SOL","86.55"
"2018-2019","118","Norfolk City","20","Blair Middle","Mathematics","SOL","62.84"
"2018-2019","118","Norfolk City","880","Booker T Washington High","Mathematics","SOL","69.47"
"2018-2019","118","Norfolk City","40","Camp Allen Elementary","Mathematics","SOL","83.02"
"2018-2019","118","Norfolk City","220","Chesterfield Academy Elementary","Mathematics","SOL","59.72"
"2018-2019","118","Norfolk City","550","Coleman Place Elementary","Mathematics","SOL","64.86"
"2018-2019","118","Norfolk City","560","Crossroads Elementary","Mathematics","SOL","74.75"
"2018-2019","118","Norfolk City","750","Fairlawn Elementary","Mathematics","SOL","62.60"
"2018-2019","118","Norfolk City","90","Ghent K-8","Mathematics","SOL","84.86"
"2018-2019","118","Norfolk City","420","Granby Elementary","Mathematics","SOL","67.38"
"2018-2019","118","Norfolk City","390","Granby High","Mathematics","SOL","69.40"
"2018-2019","118","Norfolk City","610","Ingleside Elementary","Mathematics","SOL","81.16"
"2018-2019","118","Norfolk City","430","Jacox Elementary","Mathematics","SOL","41.99"
"2018-2019","118","Norfolk City","131","James Monroe Elementary","Mathematics","SOL","42.53"
"2018-2019","118","Norfolk City","840","Lake Taylor High","Mathematics","SOL","75.72"
"2018-2019","118","Norfolk City","790","Lake Taylor Middle","Mathematics","SOL","58.66"
"2018-2019","118","Norfolk City","210","Larchmont Elementary","Mathematics","SOL","92.21"
"2018-2019","118","Norfolk City","670","Larrymore Elementary","Mathematics","SOL","87.60"
"2018-2019","118","Norfolk City","520","Lindenwood Elementary","Mathematics","SOL","45.45"
"2018-2019","118","Norfolk City","682","Little Creek Elementary","Mathematics","SOL","70.82"
"2018-2019","118","Norfolk City","460","Mary Calcott Elementary School","Mathematics","SOL","91.03"
"2018-2019","118","Norfolk City","10","Matthew Fontaine Maury High","Mathematics","SOL","78.19"
"2018-2019","118","Norfolk City","490","Northside Middle","Mathematics","SOL","77.72"
"2018-2019","118","Norfolk City","620","Norview Elementary","Mathematics","SOL","78.92"
"2018-2019","118","Norfolk City","580","Norview High","Mathematics","SOL","71.19"
"2018-2019","118","Norfolk City","570","Norview Middle","Mathematics","SOL","70.27"
"2018-2019","118","Norfolk City","190","Ocean View Elementary","Mathematics","SOL","76.77"
"2018-2019","118","Norfolk City","630","Oceanair Elementary","Mathematics","SOL","63.91"
"2018-2019","118","Norfolk City","480","Richard Bowling Elementary","Mathematics","SOL","60.66"
"2018-2019","118","Norfolk City","850","Sewells Point Elementary","Mathematics","SOL","88.41"
"2018-2019","118","Norfolk City","650","Sherwood Forest Elementary","Mathematics","SOL","69.72"
"2018-2019","118","Norfolk City","770","Southside STEM Academy at Campostella","Mathematics","SOL","49.70"
"2018-2019","118","Norfolk City","820","St. Helena Elementary","Mathematics","SOL","41.04"
"2018-2019","118","Norfolk City","500","Suburban Park Elementary","Mathematics","SOL","71.90"
"2018-2019","118","Norfolk City","100","Tanners Creek Elementary","Mathematics","SOL","71.62"
"2018-2019","118","Norfolk City","800","Tarrallton Elementary","Mathematics","SOL","89.40"
"2018-2019","118","Norfolk City","780","Tidewater Park Elementary","Mathematics","SOL","70.28"
"2018-2019","118","Norfolk City","150","Walter Herron Taylor Elementary","Mathematics","SOL","92.16"
"2018-2019","118","Norfolk City","471","Willard Model Elementary","Mathematics","SOL","82.41"
"2018-2019","118","Norfolk City","30","William H. Ruffner Middle","Mathematics","SOL","43.53"
"2018-2019","65","Northampton County","452","Kiptopeke Elementary","Mathematics","SOL","59.82"
"2018-2019","65","Northampton County","350","Northampton High","Mathematics","SOL","92.43"
"2018-2019","65","Northampton County","360","Northampton Middle","Mathematics","SOL","60.96"
"2018-2019","65","Northampton County","451","Occohannock Elementary","Mathematics","SOL","68.61"
"2018-2019","66","Northumberland County","331","Northumberland Elementary","Mathematics","SOL","92.94"
"2018-2019","66","Northumberland County","40","Northumberland High","Mathematics","SOL","76.11"
"2018-2019","66","Northumberland County","210","Northumberland Middle","Mathematics","SOL","84.67"
"2018-2019","119","Norton City","20","J.I. Burton High","Mathematics","SOL","85.37"
"2018-2019","119","Norton City","40","Norton Elementary","Mathematics","SOL","88.24"
"2018-2019","67","Nottoway County","340","Blackstone Primary","Mathematics","SOL","76.16"
"2018-2019","67","Nottoway County","330","Crewe Primary","Mathematics","SOL","87.79"
"2018-2019","67","Nottoway County","301","Nottoway High","Mathematics","SOL","65.59"
"2018-2019","67","Nottoway County","300","Nottoway Intermediate","Mathematics","SOL","73.75"
"2018-2019","67","Nottoway County","302","Nottoway Middle","Mathematics","SOL","66.44"
"2018-2019","68","Orange County","360","Gordon-Barbour Elementary","Mathematics","SOL","80.47"
"2018-2019","68","Orange County","70","Lightfoot Elementary","Mathematics","SOL","73.82"
"2018-2019","68","Orange County","50","Locust Grove Elementary","Mathematics","SOL","88.35"
"2018-2019","68","Orange County","471","Locust Grove Middle","Mathematics","SOL","73.00"
"2018-2019","68","Orange County","330","Orange County High","Mathematics","SOL","92.96"
"2018-2019","68","Orange County","370","Orange Elementary","Mathematics","SOL","84.79"
"2018-2019","68","Orange County","340","Prospect Heights Middle","Mathematics","SOL","74.71"
"2018-2019","69","Page County","350","Luray Elementary","Mathematics","SOL","74.44"
"2018-2019","69","Page County","110","Luray High","Mathematics","SOL","73.88"
"2018-2019","69","Page County","400","Luray Middle","Mathematics","SOL","81.37"
"2018-2019","69","Page County","380","Page County High","Mathematics","SOL","81.73"
"2018-2019","69","Page County","390","Page County Middle","Mathematics","SOL","72.82"
"2018-2019","69","Page County","310","Shenandoah Elementary","Mathematics","SOL","80.36"
"2018-2019","69","Page County","50","Springfield Elementary","Mathematics","SOL","86.49"
"2018-2019","69","Page County","210","Stanley Elementary","Mathematics","SOL","68.35"
"2018-2019","70","Patrick County","440","Blue Ridge Elementary","Mathematics","SOL","96.36"
"2018-2019","70","Patrick County","350","Hardin Reynolds Elementary","Mathematics","SOL","91.41"
"2018-2019","70","Patrick County","150","Meadows of Dan Elementary","Mathematics","SOL","95.83"
"2018-2019","70","Patrick County","700","Patrick County High","Mathematics","SOL","90.91"
"2018-2019","70","Patrick County","680","Patrick Springs Elementary","Mathematics","SOL","88.89"
"2018-2019","70","Patrick County","320","Stuart Elementary","Mathematics","SOL","94.09"
"2018-2019","70","Patrick County","80","Woolwine Elementary","Mathematics","SOL","92.08"
"2018-2019","120","Petersburg City","110","Cool Spring Elementary","Mathematics","SOL","50.90"
"2018-2019","120","Petersburg City","170","Lakemont Elementary","Mathematics","SOL","38.50"
"2018-2019","120","Petersburg City","200","Petersburg High","Mathematics","SOL","58.52"
"2018-2019","120","Petersburg City","180","Pleasants Lane Elementary","Mathematics","SOL","67.59"
"2018-2019","120","Petersburg City","121","Vernon Johns Middle","Mathematics","SOL","39.59"
"2018-2019","120","Petersburg City","130","Walnut Hill Elementary","Mathematics","SOL","70.11"
"2018-2019","71","Pittsylvania County","1853","Brosville Elementary","Mathematics","SOL","83.76"
"2018-2019","71","Pittsylvania County","640","Chatham Elementary","Mathematics","SOL","90.55"
"2018-2019","71","Pittsylvania County","1720","Chatham High","Mathematics","SOL","80.23"
"2018-2019","71","Pittsylvania County","1660","Chatham Middle","Mathematics","SOL","86.00"
"2018-2019","71","Pittsylvania County","1680","Dan River High","Mathematics","SOL","91.59"
"2018-2019","71","Pittsylvania County","1090","Dan River Middle","Mathematics","SOL","86.82"
"2018-2019","71","Pittsylvania County","280","Gretna Elementary","Mathematics","SOL","87.69"
"2018-2019","71","Pittsylvania County","1700","Gretna High","Mathematics","SOL","75.43"
"2018-2019","71","Pittsylvania County","290","Gretna Middle","Mathematics","SOL","77.10"
"2018-2019","71","Pittsylvania County","30","John L. Hurt Elementary","Mathematics","SOL","95.73"
"2018-2019","71","Pittsylvania County","1690","Kentuck Elementary","Mathematics","SOL","93.41"
"2018-2019","71","Pittsylvania County","1750","Mount Airy Elementary","Mathematics","SOL","70.73"
"2018-2019","71","Pittsylvania County","1460","Southside Elementary","Mathematics","SOL","94.09"
"2018-2019","71","Pittsylvania County","1710","Stony Mill Elementary","Mathematics","SOL","88.12"
"2018-2019","71","Pittsylvania County","1730","Tunstall High","Mathematics","SOL","91.91"
"2018-2019","71","Pittsylvania County","1130","Tunstall Middle","Mathematics","SOL","87.40"
"2018-2019","71","Pittsylvania County","1851","Twin Springs Elementary","Mathematics","SOL","86.45"
"2018-2019","71","Pittsylvania County","1740","Union Hall Elementary","Mathematics","SOL","95.20"
"2018-2019","142","Poquoson City","150","Poquoson Elementary","Mathematics","SOL","94.82"
"2018-2019","142","Poquoson City","10","Poquoson High","Mathematics","SOL","83.84"
"2018-2019","142","Poquoson City","130","Poquoson Middle","Mathematics","SOL","93.57"
"2018-2019","121","Portsmouth City","1766","Brighton Elementary","Mathematics","SOL","62.39"
"2018-2019","121","Portsmouth City","321","Churchland Academy Elementary","Mathematics","SOL","82.14"
"2018-2019","121","Portsmouth City","650","Churchland Elementary","Mathematics","SOL","86.50"
"2018-2019","121","Portsmouth City","500","Churchland High","Mathematics","SOL","91.14"
"2018-2019","121","Portsmouth City","320","Churchland Middle","Mathematics","SOL","76.93"
"2018-2019","121","Portsmouth City","160","Churchland Primary & Intermediate","Mathematics","SOL","80.06"
"2018-2019","121","Portsmouth City","1130","Cradock Middle","Mathematics","SOL","56.98"
"2018-2019","121","Portsmouth City","190","Douglass Park Elementary","Mathematics","SOL","45.66"
"2018-2019","121","Portsmouth City","1630","Hodges Manor Elementary","Mathematics","SOL","75.47"
"2018-2019","121","Portsmouth City","240","I.C. Norcom High","Mathematics","SOL","82.15"
"2018-2019","121","Portsmouth City","1400","James Hurst Elementary","Mathematics","SOL","71.29"
"2018-2019","121","Portsmouth City","230","John Tyler Elementary","Mathematics","SOL","64.26"
"2018-2019","121","Portsmouth City","1650","Lakeview Elementary","Mathematics","SOL","65.93"
"2018-2019","121","Portsmouth City","60","Park View Elementary","Mathematics","SOL","70.61"
"2018-2019","121","Portsmouth City","290","Simonsdale Elementary","Mathematics","SOL","76.42"
"2018-2019","121","Portsmouth City","1769","Victory Elementary","Mathematics","SOL","75.31"
"2018-2019","121","Portsmouth City","210","Westhaven Elementary","Mathematics","SOL","60.34"
"2018-2019","121","Portsmouth City","310","William E. Waters Middle","Mathematics","SOL","67.54"
"2018-2019","121","Portsmouth City","1660","Woodrow Wilson High","Mathematics","SOL","85.71"
"2018-2019","72","Powhatan County","21","Flat Rock Elementary","Mathematics","SOL","84.97"
"2018-2019","72","Powhatan County","231","Pocahontas Elementary","Mathematics","SOL","80.49"
"2018-2019","72","Powhatan County","13","Powhatan Elementary","Mathematics","SOL","89.53"
"2018-2019","72","Powhatan County","11","Powhatan High","Mathematics","SOL","83.22"
"2018-2019","72","Powhatan County","130","Powhatan Middle","Mathematics","SOL","83.02"
"2018-2019","73","Prince Edward County","400","Prince Edward County High","Mathematics","SOL","50.41"
"2018-2019","73","Prince Edward County","10","Prince Edward Elementary","Mathematics","SOL","78.04"
"2018-2019","73","Prince Edward County","20","Prince Edward Middle","Mathematics","SOL","57.53"
"2018-2019","74","Prince George County","340","David A. Harrison Elementary","Mathematics","SOL","89.02"
"2018-2019","74","Prince George County","320","J.E.J. Moore Middle","Mathematics","SOL","79.57"
"2018-2019","74","Prince George County","310","L.L. Beazley Elementary","Mathematics","SOL","95.21"
"2018-2019","74","Prince George County","290","North Elementary","Mathematics","SOL","78.13"
"2018-2019","74","Prince George County","20","Prince George High","Mathematics","SOL","84.44"
"2018-2019","74","Prince George County","300","South Elementary","Mathematics","SOL","90.61"
"2018-2019","74","Prince George County","280","William A. Walton Elementary","Mathematics","SOL","88.85"
"2018-2019","75","Prince William County","330","A. Henderson Elementary","Mathematics","SOL","88.75"
"2018-2019","75","Prince William County","760","Antietam Elementary","Mathematics","SOL","84.08"
"2018-2019","75","Prince William County","200","Ashland Elementary","Mathematics","SOL","93.81"
"2018-2019","75","Prince William County","290","Battlefield High","Mathematics","SOL","91.53"
"2018-2019","75","Prince William County","670","Bel Air Elementary","Mathematics","SOL","83.50"
"2018-2019","75","Prince William County","600","Belmont Elementary","Mathematics","SOL","77.52"
"2018-2019","75","Prince William County","840","Bennett Elementary","Mathematics","SOL","81.74"
"2018-2019","75","Prince William County","530","Brentsville District High","Mathematics","SOL","83.11"
"2018-2019","75","Prince William County","860","Bristow Run Elementary","Mathematics","SOL","94.03"
"2018-2019","75","Prince William County","950","Buckland Mills Elementary","Mathematics","SOL","96.03"
"2018-2019","75","Prince William County","920","Bull Run Middle","Mathematics","SOL","79.07"
"2018-2019","75","Prince William County","620","C.A. Sinclair Elementary","Mathematics","SOL","88.22"
"2018-2019","75","Prince William County","710","C.D. Hylton High","Mathematics","SOL","81.87"
"2018-2019","75","Prince William County","900","Cedar Point Elementary","Mathematics","SOL","86.81"
"2018-2019","75","Prince William County","5010","Charles J. Colgan Sr. High","Mathematics","SOL","84.00"
"2018-2019","75","Prince William County","970","Chris Yung Elementary","Mathematics","SOL","89.10"
"2018-2019","75","Prince William County","660","Coles Elementary","Mathematics","SOL","92.44"
"2018-2019","75","Prince William County","309","Covington-Harper Elementary School","Mathematics","SOL","78.83"
"2018-2019","75","Prince William County","610","Dale City Elementary","Mathematics","SOL","75.12"
"2018-2019","75","Prince William County","280","Dumfries Elementary","Mathematics","SOL","76.61"
"2018-2019","75","Prince William County","490","E.H. Marsteller Middle","Mathematics","SOL","88.48"
"2018-2019","75","Prince William County","580","Elizabeth Vaughan Elementary","Mathematics","SOL","80.19"
"2018-2019","75","Prince William County","120","Enterprise Elementary","Mathematics","SOL","79.89"
"2018-2019","75","Prince William County","370","Fannie W. Fitzgerald Elementary","Mathematics","SOL","83.16"
"2018-2019","75","Prince William County","450","Featherstone Elementary","Mathematics","SOL","75.35"
"2018-2019","75","Prince William County","870","Forest Park High","Mathematics","SOL","82.07"
"2018-2019","75","Prince William County","520","Fred M. Lynn Middle","Mathematics","SOL","73.48"
"2018-2019","75","Prince William County","300","Freedom High","Mathematics","SOL","78.94"
"2018-2019","75","Prince William County","960","Gainesville Middle","Mathematics","SOL","91.71"
"2018-2019","75","Prince William County","690","Gar-Field High","Mathematics","SOL","70.08"
"2018-2019","75","Prince William County","630","George G. Tyler Elementary","Mathematics","SOL","83.67"
"2018-2019","75","Prince William County","640","George M. Hampton Middle","Mathematics","SOL","69.15"
"2018-2019","75","Prince William County","770","George P. Mullen Elementary","Mathematics","SOL","73.93"
"2018-2019","75","Prince William County","340","Glenkirk Elementary","Mathematics","SOL","92.41"
"2018-2019","75","Prince William County","510","Graham Park Middle","Mathematics","SOL","73.78"
"2018-2019","75","Prince William County","250","Haymarket Elementary School","Mathematics","SOL","90.54"
"2018-2019","75","Prince William County","380","Herbert J. Saunders Middle","Mathematics","SOL","83.65"
"2018-2019","75","Prince William County","220","J.W. Alvey Elementary","Mathematics","SOL","94.75"
"2018-2019","75","Prince William County","130","John F. Pattie Sr. Elementary","Mathematics","SOL","90.24"
"2018-2019","75","Prince William County","70","Kerrydale Elementary","Mathematics","SOL","76.92"
"2018-2019","75","Prince William County","306","Kyle R. Wilson Elementary School","Mathematics","SOL","82.26"
"2018-2019","75","Prince William County","180","Lake Ridge Elementary","Mathematics","SOL","80.87"
"2018-2019","75","Prince William County","720","Lake Ridge Middle","Mathematics","SOL","86.77"
"2018-2019","75","Prince William County","830","Leesylvania Elementary","Mathematics","SOL","81.23"
"2018-2019","75","Prince William County","460","Loch Lomond Elementary","Mathematics","SOL","92.80"
"2018-2019","75","Prince William County","880","Louise A. Benton Middle","Mathematics","SOL","86.39"
"2018-2019","75","Prince William County","160","Martin Luther King Jr. Elementary","Mathematics","SOL","80.51"
"2018-2019","75","Prince William County","570","Marumsco Hills Elementary","Mathematics","SOL","82.86"
"2018-2019","75","Prince William County","231","Mary G. Porter Traditional","Mathematics","SOL","95.82"
"2018-2019","75","Prince William County","240","Mary Williams Elementary","Mathematics","SOL","77.89"
"2018-2019","75","Prince William County","30","Minnieville Elementary","Mathematics","SOL","93.80"
"2018-2019","75","Prince William County","800","Montclair Elementary","Mathematics","SOL","85.71"
"2018-2019","75","Prince William County","810","Mountain View Elementary","Mathematics","SOL","90.17"
"2018-2019","75","Prince William County","700","Neabsco Elementary","Mathematics","SOL","71.25"
"2018-2019","75","Prince William County","260","Occoquan Elementary","Mathematics","SOL","94.29"
"2018-2019","75","Prince William County","820","Old Bridge Elementary","Mathematics","SOL","94.28"
"2018-2019","75","Prince William County","80","Osbourn Park High","Mathematics","SOL","87.14"
"2018-2019","75","Prince William County","501","Parkside Middle","Mathematics","SOL","74.51"
"2018-2019","75","Prince William County","1060","Patriot High","Mathematics","SOL","92.09"
"2018-2019","75","Prince William County","945","Pennington Elementary","Mathematics","SOL","93.93"
"2018-2019","75","Prince William County","110","Piney Branch Elementary","Mathematics","SOL","86.65"
"2018-2019","75","Prince William County","140","Potomac High","Mathematics","SOL","76.65"
"2018-2019","75","Prince William County","170","Potomac Middle","Mathematics","SOL","69.21"
"2018-2019","75","Prince William County","550","Potomac View Elementary","Mathematics","SOL","75.91"
"2018-2019","75","Prince William County","440","R. Dean Kilby Elementary","Mathematics","SOL","68.26"
"2018-2019","75","Prince William County","591","Rippon Middle","Mathematics","SOL","77.40"
"2018-2019","75","Prince William County","750","River Oaks Elementary","Mathematics","SOL","83.44"
"2018-2019","75","Prince William County","40","Rockledge Elementary","Mathematics","SOL","81.14"
"2018-2019","75","Prince William County","310","Ronald Wilson Reagan Middle","Mathematics","SOL","90.00"
"2018-2019","75","Prince William County","941","Rosa Parks Elementary","Mathematics","SOL","82.34"
"2018-2019","75","Prince William County","360","Samuel L. Gravely Jr. Elementary","Mathematics","SOL","91.19"
"2018-2019","75","Prince William County","730","Sharon C. McAuliffe Elementary","Mathematics","SOL","83.74"
"2018-2019","75","Prince William County","500","Signal Hill Elementary","Mathematics","SOL","82.51"
"2018-2019","75","Prince William County","850","Sonnie Penn Elementary","Mathematics","SOL","93.02"
"2018-2019","75","Prince William County","320","Springwoods Elementary","Mathematics","SOL","86.59"
"2018-2019","75","Prince William County","680","Stonewall Jackson High","Mathematics","SOL","81.14"
"2018-2019","75","Prince William County","480","Stonewall Middle","Mathematics","SOL","58.68"
"2018-2019","75","Prince William County","780","Stuart M. Beville Middle","Mathematics","SOL","67.18"
"2018-2019","75","Prince William County","20","Sudley Elementary","Mathematics","SOL","78.10"
"2018-2019","75","Prince William County","270","Suella G. Ellis Elementary","Mathematics","SOL","64.42"
"2018-2019","75","Prince William County","890","Swans Creek Elementary","Mathematics","SOL","88.41"
"2018-2019","75","Prince William County","470","T. Clay Wood Elementary","Mathematics","SOL","91.21"
"2018-2019","75","Prince William County","150","The Nokesville School","Mathematics","SOL","92.42"
"2018-2019","75","Prince William County","790","Thurgood Marshall Elementary","Mathematics","SOL","93.20"
"2018-2019","75","Prince William County","430","Triangle Elementary","Mathematics","SOL","76.67"
"2018-2019","75","Prince William County","390","Victory Elementary","Mathematics","SOL","83.44"
"2018-2019","75","Prince William County","540","West Gate Elementary","Mathematics","SOL","83.33"
"2018-2019","75","Prince William County","740","Westridge Elementary","Mathematics","SOL","89.12"
"2018-2019","75","Prince William County","60","Woodbridge High","Mathematics","SOL","83.79"
"2018-2019","75","Prince William County","560","Woodbridge Middle","Mathematics","SOL","79.45"
"2018-2019","75","Prince William County","350","Yorkshire Elementary","Mathematics","SOL","76.64"
"2018-2019","77","Pulaski County","20","Critzer Elementary","Mathematics","SOL","77.42"
"2018-2019","77","Pulaski County","540","Dublin Elementary","Mathematics","SOL","84.00"
"2018-2019","77","Pulaski County","530","Dublin Middle","Mathematics","SOL","80.48"
"2018-2019","77","Pulaski County","10","Pulaski County Senior High","Mathematics","SOL","77.74"
"2018-2019","77","Pulaski County","230","Pulaski Elementary","Mathematics","SOL","82.13"
"2018-2019","77","Pulaski County","460","Pulaski Middle","Mathematics","SOL","70.95"
"2018-2019","77","Pulaski County","500","Riverlawn Elementary","Mathematics","SOL","86.52"
"2018-2019","77","Pulaski County","430","Snowville Elementary","Mathematics","SOL","90.91"
"2018-2019","122","Radford City","10","Belle Heth Elementary","Mathematics","SOL","88.82"
"2018-2019","122","Radford City","42","John N. Dalton Intermediate","Mathematics","SOL","85.77"
"2018-2019","122","Radford City","41","Radford High","Mathematics","SOL","88.06"
"2018-2019","78","Rappahannock County","240","Rappahannock County Elementary","Mathematics","SOL","86.87"
